wikipedia_title,wikidata_id,party_raw,party_group
Adam Satchell,Q16875306,Democratic Party,Democrat
Adam Scanlon,Q104179044,Democratic Party,Democrat
Adam Schantz,Q4679731,Democratic Party,Democrat
Adam Schiff,Q350843,Democratic Party,Democrat
Adam Schnelting,Q61739084,Republican Party,Republican
Adam Schwadron,Q110551997,Republican Party,Republican
Adam Seybert,Q4679754,,Other
Adam Smith (Kansas politician),Q108174131,Republican Party,Republican
Adam Smith (Kentucky),Q4679802,Democratic Party,Democrat
Adam Smith (Washington politician),Q350916,Democratic Party,Democrat
Adam Storing,Q4679857,Democratic Party,Democrat
Adam Taliaferro,Q4679877,Democratic Party,Democrat
Adam Thomas (politician),Q111915029,Republican Party,Republican
Adam Turk,Q126634654,Republican Party,Republican
Adam Vance,Q129947558,Republican Party,Republican
Adam W. Kline,Q4679925,Republican Party,Republican
Adam W. Oberlin,Q121334493,Republican Party,Republican
Adam W. Snyder,Q4120846,Democratic Party,Democrat
Adam Walsh (American football),Q4679942,Democratic Party,Democrat
Adam Wool,Q19564498,Democratic Party,Democrat
Adam Wyant,Q4679453,Republican Party,Republican
Adam Yarmolinsky,Q4680001,,Other
Adam Young (politician),Q16222139,Democratic Party,Democrat
Adam Zabner,Q116932774,Democratic Party,Democrat
Adam Zemke,Q16976812,Democratic Party,Democrat
Adamson Tannehill,Q4680505,Democratic-Republican Party,Democrat
Addia Wuchner,Q16751219,Republican Party,Republican
Addie Jenne,Q4681135,Democratic Party,Democrat
Addison Brown,Q1149854,,Other
Addison C. Harris,Q15626948,Republican Party,Republican
Addison G. Foster,Q353127,Republican Party,Republican
Addison Gillespie Smith,Q123149183,,Other
Addison H. Laflin,Q4681252,Republican Party,Republican
Addison Hall,Q131532010,,Other
Addison Hewlett,Q4681256,Democratic Party,Democrat
Addison Hiatt Sanders,Q4681258,,Other
Addison James,Q353132,Republican Party,Republican
Addison McDowell,Q130979819,,Other
Addison P. Jones,Q4681269,Democratic Party,Democrat
Addison Peale Russell,Q4681270,Republican Party,Republican
Addison Roache,Q108325178,Democratic Party,Democrat
Addison S. McClure,Q24217,Republican Party,Republican
Addison T. Smith,Q353150,Republican Party,Republican
Addison W. Merrill,Q52313359,Republican Party,Republican
Addison White,Q353166,Whig Party,Other
Addo Bonetti,Q107178118,Democratic Party,Democrat
Adelaide C. Eckardt,Q4681681,Republican Party,Republican
Adelbert Ames,Q354194,Republican Party,Republican
Adelbert Bleekman,Q16031657,Republican Party,Republican
Adelbert Delos Thorp,Q111194574,Republican Party,Republican
Adelbert H. Roberts,Q37765305,Republican Party,Republican
Adelbert J. McCormick,Q99507284,Republican Party,Republican
Adelbert L. Utt,Q26243002,Republican Party,Republican
Adelbert S. Atherton,Q106470549,,Other
Adelbert S. Hay,Q114686872,,Other
Adele Cohen,Q4681875,Democratic Party,Democrat
Adele Givens,Q4681882,,Other
Adele Khoury Graham,Q4681891,Democratic Party,Democrat
Adele M. Fielde,Q15626964,,Other
Adele McClure,Q123377505,Democratic Party,Democrat
Adele Morris,Q29052535,,Other
Adelheid Herrmann,Q112466575,,Other
Adelina Otero-Warren,Q4681948,Republican Party,Republican
Adeline Geo-Karis,Q4681956,Republican Party,Republican
Adelita Grijalva,Q134612342,Democratic Party,Democrat
Adella M. Parker,Q80218964,Democratic Party,Democrat
Adelmorn Sherman,Q24034840,Republican Party,Republican
Adin B. Capron,Q357297,Republican Party,Republican
Adin P. Hobart,Q22018681,Republican Party,Republican
Adin Randall,Q18777037,,Other
Adin Thayer,Q4682868,,Other
Adina Sash,Q61057749,,Other
Adino Nye Bell,Q4682911,Democratic Party,Democrat
Adison Richards,Q131299392,Democratic Party,Democrat
Adlah Donastorg Jr.,Q4683251,Democratic Party,Democrat
Adlai Stevenson I,Q310839,Democratic Party,Democrat
Adlai Stevenson II,Q311719,Democratic Party,Democrat
Adlai Stevenson III,Q122841,Democratic Party,Democrat
Adlene Harrison,Q4683277,Democratic Party,Democrat
Adley H. Gladden,Q358517,,Other
Adline Clarke,Q60529595,Democratic Party,Democrat
Adna R. Johnson,Q4683838,Republican Party,Republican
Adolf A. Berle,Q360809,,Other
Adolf Scheuber,Q21177565,Democratic Party,Democrat
Adolfo Carrión Jr.,Q4684211,Democratic Party,Democrat
Adolfo L. Monserrate Anselmi,Q4684240,Popular Democratic Party,Democrat
Adolph A. Deering,Q16067335,Republican Party,Republican
Adolph Achille Gereau,Q4684304,Republican Party,Republican
Adolph Biermann,Q18738979,Democratic Party,Democrat
Adolph Dial,Q19842883,,Other
Adolph Dubs,Q365323,,Other
Adolph E. Borie,Q365320,Republican Party,Republican
Adolph F. Heidkamp,Q4684332,Republican Party,Republican
Adolph H. Kayser,Q4684346,,Other
Adolph J. Rodenbeck,Q117717606,Republican Party,Republican
Adolph J. Sabath,Q365407,Democratic Party,Democrat
Adolph Kvam,Q63487634,Republican Party,Republican
Adolph L. Sanger,Q110253407,Democratic Party,Democrat
Adolph Meyer,Q365466,Democratic Party,Democrat
Adolph Moeller,Q24203495,Republican Party,Republican
Adolph Munch,Q16030500,,Other
Adolph Olson Eberhart,Q365481,Republican Party,Republican
Adolph Strouf,Q21192240,Democratic Party,Democrat
Adolph Sutro,Q214461,People's Party,Other
Adolph W. Ewert,Q4684400,Republican Party,Republican
Adolph Wegrocki,Q19605249,Republican Party,Republican
Adolphus F. Hitchcock,Q134913509,,Other
Adolphus H. Tanner,Q3090719,Republican Party,Republican
Adolphus Hubbard,Q15781776,,Other
Adolphus Peter Nelson,Q366015,Republican Party,Republican
Adolphus Sterne,Q4684479,,Other
Adolphus W. Burtt,Q61751999,Republican Party,Republican
Adolphus Zimmermann,Q18353188,Democratic Party,Democrat
Adon P. Brown,Q15996218,Republican Party,Republican
Adonijah Welch,Q366106,Republican Party,Republican
Adoniram J. Holmes,Q366115,Republican Party,Republican
Adoniram J. Warner,Q4684523,Democratic Party,Democrat
Adoniram Withrow,Q116934876,Republican Party,Republican
Adrian Arnold,Q18921354,Democratic Party,Democrat
Adrian Boafo,Q115916258,Democratic Party,Democrat
Adrian Cortes (politician),Q131995562,,Other
Adrian Dickey,Q105086503,Republican Party,Republican
Adrian Fenty,Q372911,Democratic Party,Democrat
Adrian Fisher (Louisiana politician),Q110707268,Democratic Party,Democrat
Adrian Fontes,Q115177238,Democratic Party,Democrat
Adrian G. Duplantier,Q4685038,Democratic Party,Democrat
Adrian Gordon Lee,Q115955855,,Other
Adrian Haynes,Q16747077,,Other
Adrian Madaro,Q64735269,Democratic Party,Democrat
Adrian Manders,Q4685200,Democratic Party,Democrat
Adrian P. Winkel,Q4685257,Democratic Party,Democrat
Adrian Plank,Q119848417,Democratic Party,Democrat
Adrian Polansky,Q4685278,Democratic Party,Democrat
Adrian Posey,Q60191014,Republican Party,Republican
Adrian R. King,Q4685303,,Other
Adrian Smith (politician),Q373443,Republican Party,Republican
Adrian Tam,Q101500330,Democratic Party,Democrat
Adrian Van Sinderen Lindsley,Q16062948,Republican Party,Republican
Adrian Wyllie,Q4685452,Libertarian Party,Libertarian
Adrian Zuckerman (attorney),Q79052295,,Other
Adriane Johnson,Q104828354,Democratic Party,Democrat
Adrianne Ramos,Q124481060,Democratic Party,Democrat
Adrianne Todman,Q106250968,Democratic Party,Democrat
Adriano Espaillat,Q4685569,Democratic Party,Democrat
Adriano Mastrangelo,Q4685590,Republican Party,Republican
Adrielle Camuel,Q123991003,Democratic Party,Democrat
Adrienne A. Jones,Q4685671,Democratic Party,Democrat
Adrienne A. Mandel,Q99162147,Democratic Party,Democrat
Adrienne Adams (politician),Q48742849,Democratic Party,Democrat
Adrienne Benavidez,Q32830873,Democratic Party,Democrat
Adrienne Southworth,Q106622695,Republican Party,Republican
Adrienne Wooten,Q19605275,Democratic Party,Democrat
Adrin Nazarian,Q4685737,Democratic Party,Democrat
Adron Doran,Q123981805,Democratic Party,Democrat
Aedanus Burke,Q380504,Anti-Administration Party,Other
Aemilianus,Q177980,,Other
Aerion Abney,Q111703574,Democratic Party,Democrat
Aesop Goodson,Q104553127,,Other
Affie Ellis,Q27967846,Republican Party,Republican
Afoa Moega Lutu,Q4689290,Republican Party,Republican
African People's Socialist Party,Q4689879,African People's Socialist Party,Other
Aftab Pureval,Q43373558,Democratic Party,Democrat
Aftyn Behn,Q122570796,Democratic Party,Democrat
Agamemnon Schliemann,Q390410,People's Party,Other
Agesilaus Wilson,Q24206428,Democratic Party,Democrat
Agnes Baggett,Q45357961,Democratic Party,Democrat
Agnes Baker Pilgrim,Q4693009,,Other
Agnes Charbonneau,Q18148909,Republican Party,Republican
Agnes Dobronski,Q15992912,Democratic Party,Democrat
Agnes Israelson,Q4693065,,Other
Agnes Ludwig Riddle,Q107863857,,Other
Agnes Mary Mansour,Q219439,Democratic Party,Democrat
Agnes Scanlon,Q4693116,Democratic Party,Democrat
Agnes Ward White,Q4693130,,Other
Agostinho Silva,Q4693610,Democratic Party,Democrat
Agoston Haraszthy,Q690354,,Other
Agustín Olvera,Q4694631,,Other
Agustín V. Zamorano,Q4694703,,Other
Agustín Viesca,Q4694708,,Other
Agyenim Boateng,Q4694731,,Other
Ahiman Louis Miner,Q400248,Whig Party,Other
Aicha Davis,Q131005680,Democratic Party,Democrat
Aidan Ankarberg,Q124419927,Republican Party,Republican
Aileen B. Ryan,Q18156940,Democratic Party,Democrat
Aileen Gunther,Q4697022,Democratic Party,Democrat
Aime Forand,Q405520,Democratic Party,Democrat
Aimee Adatto Freeman,Q108835265,Democratic Party,Democrat
Aimee Berger-Girvalo,Q108320663,Democratic Party,Democrat
Aimee Winder Newton,Q18148272,Republican Party,Republican
Aisha Braveboy,Q4699147,Democratic Party,Democrat
Aisha Dew,Q134884438,,Other
Aisha Gomez,Q58491569,Democratic Party,Democrat
Aisha Wahab,Q115794283,California Democratic Party,Democrat
Aja Brown,Q16221710,Democratic Party,Democrat
Ajamu Baraka,Q26209692,Green Party of the United States,Other
Ajay Pittman,Q98112087,Democratic Party,Democrat
Ajmal Ahmady,Q105641732,,Other
Akasha Lawrence-Spence,Q96211433,Democratic Party,Democrat
Akbar Ali (politician),Q137460452,,Other
Akierra Missick,Q4700892,Progressive Republican Party,Republican
Akiko Dōmoto,Q418188,New Party Sakigake,Other
Akilah Weber,Q106619836,Democratic Party,Democrat
Ako Abdul-Samad,Q4701476,Democratic Party,Democrat
Al Abdelaziz,Q132175168,,Other
Al Adinolfi,Q18683801,Republican Party,Republican
Al Alquist,Q4703471,Democratic Party,Democrat
Al Ater,Q4703504,Democratic Party,Democrat
Al B. Henry,Q19360536,Democratic Party,Democrat
Al Baldasaro,Q15527022,Republican Party,Republican
Al Barlas,Q124254920,Republican Party,Republican
Al Benedict,Q114456573,,Other
Al Burruss,Q19880035,Democratic Party,Democrat
Al Cannon,Q96771117,,Other
Al Carlson (politician),Q19878930,Republican Party,Republican
Al Cederberg,Q1328567,Republican Party,Republican
Al Checchi,Q4703666,,Other
Al D'Amato,Q2064037,Republican Party,Republican
Al Davis (Nebraska politician),Q16151684,,Other
Al DeKruif,Q4703723,Republican Party,Republican
Al Doty,Q4703749,Democratic Party,Democrat
Al Edwards (politician),Q4703767,Democratic Party,Democrat
Al Eisenberg,Q4703773,Democratic Party,Democrat
Al Franken,Q319084,Democratic Party,Democrat
Al Gentry (politician),Q101079621,Democratic Party,Democrat
Al Gore,Q19673,Democratic Party,Democrat
Al Graf,Q4703906,Republican Party,Republican
Al Green (politician),Q749039,Democratic Party,Democrat
Al Gross (politician),Q99826870,independent politician,Other
Al Heagy,Q4704016,,Other
Al Hoang,Q10768909,Republican Party,Republican
Al Jacquet,Q29477943,Democratic Party,Democrat
Al Juhnke,Q4704168,Democratic Party,Democrat
Al Koistinen,Q27063385,Republican Party,Republican
Al Kramer,Q47003717,Republican Party,Republican
Al Kurtenbach,Q18204934,Republican Party,Republican
Al Landis,Q4704271,Republican Party,Republican
Al Lang,Q4704273,,Other
Al Lawson,Q4723052,Democratic Party,Democrat
Al Loehr,Q4704302,,Other
Al McAffrey,Q4704415,Democratic Party,Democrat
Al McCandless,Q371675,Republican Party,Republican
Al Meiklejohn,Q59180805,Republican Party,Republican
Al Melvin (politician),Q4704436,Republican Party,Republican
Al Muratsuchi,Q4704495,Democratic Party,Democrat
Al Novstrup,Q15713302,Republican Party,Republican
Al Park,Q110921145,Democratic Party,Democrat
Al Pearlman,Q17001958,,Other
Al Pscholka,Q4704614,,Other
Al Quie,Q888927,Republican Party,Republican
Al R. Johanson,Q111228810,,Other
Al Riley,Q4704711,Democratic Party,Democrat
Al Runte,Q4704738,,Other
Al Salvi,Q4704756,Republican Party,Republican
Al Schmidt,Q101486630,Republican Party,Republican
Al Scott (politician),Q122342404,Democratic Party,Democrat
Al Sharpton,Q380433,Democratic Party,Democrat
Al Smith,Q430714,Democratic Party,Democrat
Al Sturgeon,Q114033458,Democratic Party,Democrat
Al Swift,Q2636210,Democratic Party,Democrat
Al Taubenberger,Q4704871,Republican Party,Republican
Al Taylor (politician),Q48742886,Democratic Party,Democrat
Al Terrill,Q115618641,,Other
Al Ullman,Q2620782,Democratic Party,Democrat
Al Veys,Q4704920,,Other
Al W. Patton,Q66901789,Minnesota Democratic–Farmer–Labor Party,Democrat
Al W. Wieser Jr.,Q111230238,,Other
Al Weed,Q4704954,Democratic Party,Democrat
Al White (politician),Q4704963,Republican Party,Republican
Al Williams (politician),Q20642008,Democratic Party,Democrat
Al Young (politician),Q18218231,Democratic Party,Democrat
Alabama Democratic Party,Q4705236,Alabama Democratic Party,Democrat
Alabama Republican Party,Q4705309,Alabama Republican Party,Republican
Alabas Farhat,Q115663546,Democratic Party,Democrat
Alaina Shonkwiler,Q131574189,Republican Party,Republican
Alan Augustine,Q4706090,Republican Party,Republican
Alan Austerman,Q4706091,Republican Party,Republican
Alan Autry,Q4706096,Republican Party,Republican
Alan Baker (politician),Q4706111,Republican Party,Republican
Alan Bates (politician),Q4706144,Democratic Party,Democrat
Alan Berg (politician),Q4706170,,Other
Alan Best (politician),Q63346158,Republican Party,Republican
Alan Bible,Q2636641,Democratic Party,Democrat
Alan Blinken,Q4706196,Democratic Party,Democrat
Alan Bluechel,Q19360477,Republican Party,Republican
Alan Boothe,Q19946000,Republican Party,Republican
Alan Branson,Q126957338,Republican Party,Republican
Alan Brown (Oregon politician),Q134376193,,Other
Alan Butkovitz,Q4706293,Democratic Party,Democrat
Alan C. Riebel,Q126933995,Republican Party,Republican
Alan Casavant,Q4706338,Democratic Party,Democrat
Alan Clark (Arkansas politician),Q15378814,Republican Party,Republican
Alan Cranston,Q1994957,Democratic Party,Democrat
Alan Cropsey,Q4706446,Republican Party,Republican
Alan D. Clemmons,Q4706463,Republican Party,Republican
Alan DeBoer,Q27922199,Republican Party,Republican
Alan Diamonstein,Q45154054,Democratic Party,Democrat
Alan Doane,Q19879350,Republican Party,Republican
Alan E. Ashcraft Jr.,Q19975576,Republican Party,Republican
Alan Eugene Norris,Q4706589,Republican Party,Republican
Alan Frumin,Q4706653,,Other
Alan Galbraith (politician),Q21664440,Republican Party,Republican
Alan Gerson,Q4706697,Democratic Party,Democrat
Alan González Cancel,Q4706733,New Progressive Party,Other
Alan Gray (politician),Q107462779,Democratic Party,Democrat
Alan Grayson,Q1281084,Democratic Party,Democrat
Alan Green (Missouri politician),Q136674720,,Other
Alan Greenspan,Q193635,Republican Party,Republican
Alan Hale (politician),Q4706795,Republican Party,Republican
Alan Hanks,Q4706810,,Other
Alan Harper (politician),Q19946040,Republican Party,Republican
Alan Harris Nevas,Q4706827,Republican Party,Republican
Alan Hays,Q4706840,Republican Party,Republican
Alan Hevesi,Q4706864,Democratic Party,Democrat
Alan Hochberg,Q18921910,Democratic Party,Democrat
Alan Hoerth,Q4706878,Democratic Party,Democrat
Alan J. Dixon,Q1886056,Democratic Party,Democrat
Alan J. Greiman,Q30321740,Democratic Party,Democrat
Alan J. Justin,Q95550303,Republican Party,Republican
Alan Karcher,Q4707016,Democratic Party,Democrat
Alan Keyes,Q740470,Republican Party,Republican
Alan Lance,Q4706661,Republican Party,Republican
Alan Lasee,Q4707126,Republican Party,Republican
Alan Lowenthal,Q3740782,Democratic Party,Democrat
Alan Maisel,Q4707224,Democratic Party,Democrat
Alan Mollohan,Q1234572,Democratic Party,Democrat
Alan Morgan (politician),Q115110223,Republican Party,Republican
Alan Morrison (politician),Q113468504,Republican Party,Republican
Alan Nakanishi,Q4707410,Republican Party,Republican
Alan Novak,Q4707431,Republican Party,Republican
Alan Nunnelee,Q24043,Republican Party,Republican
Alan Olsen,Q4707457,Republican Party,Republican
Alan Olson,Q4707458,Republican Party,Republican
Alan P. Krasnoff,Q19864791,Republican Party,Republican
Alan Page,Q3607766,,Other
Alan Peter Cayetano,Q471883,Nacionalista Party,Other
Alan Powell (politician),Q65030962,Republican Party,Republican
Alan R. Johnston,Q130746692,Republican Party,Republican
Alan Redfield,Q21062873,Republican Party,Republican
Alan Robbins,Q21176504,,Other
Alan Rosenberg,Q929509,,Other
Alan S. Becker,Q96969892,Democratic Party,Democrat
Alan S. Boyd,Q382490,Democratic Party,Democrat
Alan S. Robertson,Q16105755,Republican Party,Republican
Alan Sagner,Q23683511,,Other
Alan Sanborn,Q4707700,Republican Party,Republican
Alan Schlesinger,Q4707726,Republican Party,Republican
Alan Schoolcraft,Q4707729,Republican Party,Republican
Alan Seabaugh,Q4707736,Republican Party,Republican
Alan Shirley,Q18715463,Democratic Party,Democrat
Alan Short,Q4707758,Democratic Party,Democrat
Alan Sieroty,Q4707765,Democratic Party,Democrat
Alan Silvia,Q16885682,Democratic Party,Democrat
Alan Simpson (American politician),Q2636748,Republican Party,Republican
Alan Sisitsky,Q17402735,Democratic Party,Democrat
Alan Stauffer,Q117842540,Republican Party,Republican
Alan Steelman,Q2636853,Republican Party,Republican
Alan Thompson (Washington politician),Q19360661,Democratic Party,Democrat
Alan Trask,Q19518939,Democratic Party,Democrat
Alan Webber,Q17102155,Democratic Party,Democrat
Alan Welle,Q111229910,Democratic Party,Democrat
Alan Wheat,Q548596,Democratic Party,Democrat
Alan Williams (Florida politician),Q4708067,Democratic Party,Democrat
Alan Wilson (politician),Q4708077,Republican Party,Republican
Alan Wood Jr.,Q4708090,Republican Party,Republican
Alan Zaleski,Q4708121,Republican Party,Republican
Alanah Griffith,Q131314301,Democratic Party,Democrat
Alann Johnson,Q16730337,Democratic Party,Democrat
Alanson B. Houghton,Q821304,Republican Party,Republican
Alanson B. Vaughan,Q51198349,Republican Party,Republican
Alanson Crossman,Q59130416,Democratic Party,Democrat
Alanson Hodges Hough,Q23303101,,Other
Alanson Holly,Q23758945,,Other
Alanson M. Kimball,Q921198,Republican Party,Republican
Alanson Skinner,Q4708286,Democratic Party,Democrat
